Dates,Category,Descript,DayOfWeek,PdDistrict,Resolution,Address,X,Y
2015-03-30 15:22:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,SOUTHERN,NONE,1100 Block of MISSION ST,-122.41162615229901,37.77858957403121
2015-03-30 15:10:00,VANDALISM,"MALICIOUS MISCHIEF, STREET CARS/BUSES",Monday,SOUTHERN,NONE,STEUART ST / MISSION ST,-122.39318585166599,37.7932304136054
2015-03-30 15:10:00,NON-CRIMINAL,LOST PROPERTY,Monday,BAYVIEW,NONE,OAKDALE AV / SELBY ST,-122.399686082806,37.739901780585
2015-03-30 15:08:00,SECONDARY CODES,DOMESTIC VIOLENCE,Monday,PARK,NONE,600 Block of STANYAN ST,-122.453563238036,37.7696403896003
2015-03-30 15:08:00,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Monday,PARK,NONE,600 Block of STANYAN ST,-122.453563238036,37.7696403896003
2015-03-30 15:06:00,ROBBERY,"ROBBERY, BODILY FORCE",Monday,SOUTHERN,NONE,1000 Block of MARKET ST,-122.411071423064,37.7817511307229
2015-03-30 15:00:00,LARCENY/THEFT,GRAND THEFT FROM UNLOCKED AUTO,Monday,SOUTHERN,NONE,800 Block of BRYANT ST,-122.40340479147899,37.775420706711
2015-03-30 15:00:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,SOUTHERN,NONE,800 Block of BRYANT ST,-122.40340479147899,37.775420706711
2015-03-30 15:00:00,OTHER OFFENSES,LOST/STOLEN LICENSE PLATE,Monday,BAYVIEW,NONE,600 Block of RHODEISLAND ST,-122.402194894626,37.761581937931396
2015-03-30 15:00:00,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Monday,NORTHERN,"ARREST, CITED",VANNESS AV / GROVE ST,-122.41988493945699,37.77825108324121
2015-03-30 15:00:00,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Monday,SOUTHERN,NONE,100 Block of NEWMONTGOMERY ST,-122.399787632605,37.7867834304358
2015-03-30 15:00:00,NON-CRIMINAL,FOUND PROPERTY,Monday,SOUTHERN,NONE,100 Block of NEWMONTGOMERY ST,-122.399787632605,37.7867834304358
2015-03-30 15:00:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Monday,TARAVAL,NONE,1200 Block of 11TH AV,-122.46858487568701,37.7648653652411
2015-03-30 15:00:00,BURGLARY,"BURGLARY OF APARTMENT HOUSE, UNLAWFUL ENTRY",Monday,TARAVAL,NONE,2700 Block of JUDAH ST,-122.49147433356801,37.7611175925169
2015-03-30 14:57:00,OTHER OFFENSES,TRAFFIC VIOLATION,Monday,NORTHERN,"ARREST, BOOKED",HAIGHT ST / BUCHANAN ST,-122.427159869872,37.7725259201526
2015-03-30 14:50:00,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Monday,SOUTHERN,NONE,STEVENSON ST / 6TH ST,-122.409696355558,37.7817540588712
2015-03-30 14:50:00,NON-CRIMINAL,AIDED CASE -PROPERTY FOR DESTRUCTION,Monday,RICHMOND,NONE,400 Block of 6TH AV,-122.464279879446,37.7800332991006
2015-03-30 14:45:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Monday,TARAVAL,"ARREST, BOOKED",48TH AV / TARAVAL ST,-122.50686475516301,37.7416713934066
2015-03-30 14:45:00,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Monday,TARAVAL,"ARREST, BOOKED",48TH AV / TARAVAL ST,-122.50686475516301,37.7416713934066
2015-03-30 14:45:00,STOLEN PROPERTY,"STOLEN PROPERTY, POSSESSION WITH KNOWLEDGE, RECEIVING",Monday,TARAVAL,"ARREST, BOOKED",48TH AV / TARAVAL ST,-122.50686475516301,37.7416713934066
2015-03-30 14:45:00,OTHER OFFENSES,"DRIVING, RECKLESS, WITH INJURY",Monday,TARAVAL,"ARREST, BOOKED",48TH AV / TARAVAL ST,-122.50686475516301,37.7416713934066
2015-03-30 14:45:00,NON-CRIMINAL,"DEATH REPORT, CAUSE UNKNOWN",Monday,PARK,NONE,500 Block of BRODERICK ST,-122.439631497808,37.7752461296233
2015-03-30 14:42:00,DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE,Monday,MISSION,"ARREST, BOOKED",2000 Block of MISSION ST,-122.41952036788601,37.764228935718
2015-03-30 14:42:00,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Monday,MISSION,"ARREST, BOOKED",2000 Block of MISSION ST,-122.41952036788601,37.764228935718
2015-03-30 14:42:00,OTHER OFFENSES,TRAFFIC VIOLATION ARREST,Monday,MISSION,"ARREST, BOOKED",2000 Block of MISSION ST,-122.41952036788601,37.764228935718
2015-03-30 14:40:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,NORTHERN,NONE,1600 Block of GEARY BL,-122.429629258891,37.784896668192395
2015-03-30 14:37:00,ASSAULT,THREATS AGAINST LIFE,Monday,INGLESIDE,NONE,4600 Block of MISSION ST,-122.435161640813,37.7243102435436
2015-03-30 14:37:00,ROBBERY,ROBBERY OF A BANK WITH A KNIFE,Monday,INGLESIDE,NONE,4600 Block of MISSION ST,-122.435161640813,37.7243102435436
2015-03-30 14:36:00,LARCENY/THEFT,GRAND THEFT FROM A BUILDING,Monday,CENTRAL,NONE,100 Block of JEFFERSON ST,-122.414988252591,37.8082613305439
2015-03-30 14:36:00,FRAUD,FRAUDULENT USE OF AUTOMATED TELLER CARD,Monday,CENTRAL,NONE,100 Block of JEFFERSON ST,-122.414988252591,37.8082613305439
2015-03-30 14:35:00,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Monday,TARAVAL,"ARREST, CITED",19TH AV / JUNIPERO SERRA BL,-122.472570418291,37.717173407562214
2015-03-30 14:35:00,ASSAULT,BATTERY,Monday,TENDERLOIN,"ARREST, BOOKED",HYDE ST / EDDY ST,-122.415885065788,37.783516056415294
2015-03-30 14:35:00,BURGLARY,"BURGLARY OF APARTMENT HOUSE, UNLAWFUL ENTRY",Monday,SOUTHERN,NONE,0 Block of 10TH ST,-122.41725760507,37.7762695066166
2015-03-30 14:30:00,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Monday,SOUTHERN,NONE,900 Block of MARKET ST,-122.408595110869,37.7837069301545
2015-03-30 14:30:00,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Monday,PARK,NONE,2100 Block of FULTON ST,-122.45055587251301,37.7753351819421
2015-03-30 14:30:00,KIDNAPPING,FALSE IMPRISONMENT,Monday,TARAVAL,NONE,1700 Block of 9TH AV,-122.465793842323,37.7556246702007
2015-03-30 14:30:00,ASSAULT,"BATTERY, FORMER SPOUSE OR DATING RELATIONSHIP",Monday,TARAVAL,NONE,1700 Block of 9TH AV,-122.465793842323,37.7556246702007
2015-03-30 14:30:00,VANDALISM,"MALICIOUS MISCHIEF, ADULT SUSPECT",Monday,TARAVAL,NONE,1700 Block of 9TH AV,-122.465793842323,37.7556246702007
2015-03-30 14:30:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Monday,BAYVIEW,NONE,1700 Block of NEWHALL ST,-122.39442572200399,37.7331064676349
2015-03-30 14:30:00,BURGLARY,"BURGLARY, FORCIBLE ENTRY",Monday,NORTHERN,NONE,3500 Block of FILLMORE ST,-122.43632820238399,37.8017515400431
2015-03-30 14:28:00,LARCENY/THEFT,GRAND THEFT FROM PERSON,Monday,RICHMOND,NONE,4500 Block of CALIFORNIA ST,-122.466162462106,37.7847284997356
2015-03-30 14:28:00,BURGLARY,"BURGLARY OF STORE, UNLAWFUL ENTRY",Monday,RICHMOND,NONE,4500 Block of CALIFORNIA ST,-122.466162462106,37.7847284997356
2015-03-30 14:25:00,ASSAULT,BATTERY,Monday,NORTHERN,NONE,HAIGHT ST / WEBSTER ST,-122.428805083825,37.772314968471896
2015-03-30 14:25:00,NON-CRIMINAL,TURNED IN GUN,Monday,NORTHERN,NONE,1000 Block of LAGUNA ST,-122.427179879518,37.7806552772342
2015-03-30 14:24:00,OTHER OFFENSES,RESISTING ARREST,Monday,BAYVIEW,"ARREST, BOOKED",0 Block of JAKEY CT,-122.384454123745,37.7348437859444
2015-03-30 14:24:00,WARRANTS,WARRANT ARREST,Monday,BAYVIEW,"ARREST, BOOKED",0 Block of JAKEY CT,-122.384454123745,37.7348437859444
2015-03-30 14:00:00,BURGLARY,"BURGLARY, UNLAWFUL ENTRY",Monday,NORTHERN,NONE,2800 Block of BAKER ST,-122.445576631793,37.7970005503713
2015-03-30 14:00:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Monday,NORTHERN,NONE,2800 Block of BAKER ST,-122.445576631793,37.7970005503713
2015-03-30 14:00:00,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Monday,SOUTHERN,NONE,800 Block of BRYANT ST,-122.40340479147899,37.775420706711
2015-03-30 14:00:00,NON-CRIMINAL,AIDED CASE -PROPERTY FOR DESTRUCTION,Monday,PARK,NONE,1900 Block of FELL ST,-122.44999176584999,37.77252548618871
2015-03-30 13:50:00,LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Monday,MISSION,"ARREST, BOOKED",1700 Block of HARRISON ST,-122.41335418701799,37.7690748003847
2015-03-30 13:50:00,OTHER OFFENSES,VIOLATION OF MUNICIPAL CODE,Monday,MISSION,"ARREST, BOOKED",1700 Block of HARRISON ST,-122.41335418701799,37.7690748003847
2015-03-30 13:50:00,WARRANTS,WARRANT ARREST,Monday,MISSION,"ARREST, BOOKED",1700 Block of HARRISON ST,-122.41335418701799,37.7690748003847
2015-03-30 13:50:00,DRUG/NARCOTIC,POSSESSION OF MARIJUANA,Monday,MISSION,"ARREST, BOOKED",1700 Block of HARRISON ST,-122.41335418701799,37.7690748003847
2015-03-30 13:32:00,LARCENY/THEFT,GRAND THEFT FROM PERSON,Monday,MISSION,NONE,1100 Block of SOUTH VAN NESS AV,-122.41641961495,37.754756833276794
2015-03-30 13:30:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,RICHMOND,NONE,500 Block of JOHNFKENNEDY DR,-122.46620466789301,37.7725405391593
2015-03-30 13:30:00,LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Monday,SOUTHERN,NONE,700 Block of FOLSOM ST,-122.399724574663,37.7832351787318
2015-03-30 13:30:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,RICHMOND,NONE,1000 Block of POINTLOBOS AV,-122.513642064265,37.77846921994671
2015-03-30 13:20:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,PARK,NONE,HUGO ST / 5TH AV,-122.46102569328,37.765207175301214
2015-03-30 13:15:00,VANDALISM,"MALICIOUS MISCHIEF, BREAKING WINDOWS",Monday,TENDERLOIN,"ARREST, BOOKED",200 Block of GOLDEN GATE AV,-122.41426339037201,37.78175698479679
2015-03-30 13:05:00,ASSAULT,THREATS AGAINST LIFE,Monday,SOUTHERN,NONE,1500 Block of FOLSOM ST,-122.414328770789,37.771670076760394
2015-03-30 13:02:00,OTHER OFFENSES,TRAFFIC VIOLATION ARREST,Monday,NORTHERN,"ARREST, BOOKED",POLK ST / EDDY ST,-122.419183096362,37.78309982445921
2015-03-30 13:01:00,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Monday,TENDERLOIN,NONE,100 Block of GOLDEN GATE AV,-122.413047972078,37.781911962829795
2015-03-30 13:00:00,LARCENY/THEFT,"THEFT, BICYCLE, <$50, SERIAL NUMBER KNOWN",Monday,SOUTHERN,NONE,1200 Block of MARKET ST,-122.415448759562,37.778293520129
2015-03-30 13:00:00,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Monday,CENTRAL,NONE,300 Block of POWELL ST,-122.40838427554199,37.7878271137225
2015-03-30 13:00:00,NON-CRIMINAL,CASE CLOSURE,Monday,PARK,NONE,100 Block of GARDENSIDE DR,-122.44467006434601,37.75413852127209
2015-03-30 13:00:00,OTHER OFFENSES,FALSE PERSONATION,Monday,PARK,NONE,100 Block of GARDENSIDE DR,-122.44467006434601,37.75413852127209
2015-03-30 13:00:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,NORTHERN,NONE,POST ST / WEBSTER ST,-122.431369772433,37.7853730435472
2015-03-30 13:00:00,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Monday,TARAVAL,NONE,8TH AV / IRVING ST,-122.46524512187,37.764082071585
2015-03-30 13:00:00,MISSING PERSON,MISSING JUVENILE,Monday,SOUTHERN,NONE,0 Block of MOSS ST,-122.407999186749,37.7778241673064
2015-03-30 13:00:00,MISSING PERSON,FOUND PERSON,Monday,SOUTHERN,NONE,0 Block of MOSS ST,-122.407999186749,37.7778241673064
2015-03-30 13:00:00,LARCENY/THEFT,GRAND THEFT PICKPOCKET,Monday,CENTRAL,NONE,1300 Block of BROADWAY ST,-122.41937474343901,37.796368112756
2015-03-30 13:00:00,NON-CRIMINAL,COURTESY REPORT,Monday,PARK,NONE,100 Block of GARDENSIDE DR,-122.44467006434601,37.75413852127209
2015-03-30 12:55:00,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Monday,SOUTHERN,NONE,400 Block of MARKET ST,-122.398623347456,37.7912863462309
2015-03-30 12:45:00,LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Monday,CENTRAL,"ARREST, BOOKED",300 Block of GEARY ST,-122.409055191364,37.7871979591062
2015-03-30 12:41:00,NON-CRIMINAL,"CIVIL SIDEWALKS, WARNING",Monday,MISSION,NONE,1900 Block of MISSION ST,-122.41967661615,37.7658510977435
2015-03-30 12:30:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Monday,MISSION,NONE,700 Block of SOUTH VAN NESS AV,-122.417031919598,37.7611560850021
2015-03-30 12:15:00,ASSAULT,BATTERY,Monday,MISSION,NONE,16TH ST / MISSION ST,-122.419671780296,37.7650501214668
2015-03-30 12:15:00,LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Monday,PARK,NONE,1600 Block of HAIGHT ST,-122.449122960735,37.7697840925361
2015-03-30 12:15:00,BURGLARY,"BURGLARY OF RESIDENCE, UNLAWFUL ENTRY",Monday,TARAVAL,NONE,1600 Block of 26TH AV,-122.48423713252,37.75668598798711
2015-03-30 12:11:00,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Monday,SOUTHERN,NONE,1200 Block of FOLSOM ST,-122.410802477808,37.7743299153836
2015-03-30 12:00:00,ASSAULT,THREATS AGAINST LIFE,Monday,INGLESIDE,NONE,100 Block of PRECITA AV,-122.417225757723,37.7471608234479
2015-03-30 12:00:00,NON-CRIMINAL,COURTESY REPORT,Monday,INGLESIDE,UNFOUNDED,200 Block of MOSCOW ST,-122.42583664292101,37.723560959315904
2015-03-30 12:00:00,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Monday,PARK,NONE,1300 Block of MASONIC AV,-122.444846841766,37.7683459034253
2015-03-30 12:00:00,OTHER OFFENSES,FALSE PERSONATION TO RECEIVE MONEY OR PROPERTY,Monday,INGLESIDE,NONE,0 Block of FLORENTINE AV,-122.44356415839701,37.7126396228129
2015-03-30 12:00:00,FRAUD,"FALSE CLAIMS, PRESENTING TO GOVERNMENT",Monday,CENTRAL,NONE,100 Block of LOMBARD ST,-122.404172784948,37.8038752032521
2015-03-30 12:00:00,NON-CRIMINAL,CASE CLOSURE,Monday,CENTRAL,NONE,100 Block of LOMBARD ST,-122.404172784948,37.8038752032521
2015-03-30 12:00:00,OTHER OFFENSES,FALSE PERSONATION TO RECEIVE MONEY OR PROPERTY,Monday,CENTRAL,NONE,100 Block of LOMBARD ST,-122.404172784948,37.8038752032521
2015-03-30 12:00:00,NON-CRIMINAL,CASE CLOSURE,Monday,INGLESIDE,UNFOUNDED,200 Block of MOSCOW ST,-122.42583664292101,37.723560959315904
2015-03-30 12:00:00,OTHER OFFENSES,FALSE PERSONATION TO RECEIVE MONEY OR PROPERTY,Monday,INGLESIDE,UNFOUNDED,200 Block of MOSCOW ST,-122.42583664292101,37.723560959315904
2015-03-30 12:00:00,OTHER OFFENSES,"FRAUDULENT GAME OR TRICK, OBTAINING MONEY OR PROPERTY",Monday,CENTRAL,NONE,1000 Block of PINE ST,-122.413095913657,37.790511704938
2015-03-30 12:00:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,PARK,NONE,BELVEDERE ST / RIVOLI ST,-122.447976691105,37.76268485473629
2015-03-30 12:00:00,LARCENY/THEFT,GRAND THEFT FROM UNLOCKED AUTO,Monday,CENTRAL,NONE,MASON ST / BAY ST,-122.413609602048,37.8056188797632
2015-03-30 12:00:00,LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Monday,CENTRAL,NONE,200 Block of CLAY ST,-122.398562388573,37.795182497227295
2015-03-30 12:00:00,NON-CRIMINAL,FOUND PROPERTY,Monday,BAYVIEW,NONE,1500 Block of NEWCOMB AV,-122.388817917114,37.734752508079296
2015-03-30 12:00:00,BURGLARY,"BURGLARY OF RESIDENCE, UNLAWFUL ENTRY",Monday,INGLESIDE,NONE,0 Block of PATTON ST,-122.423001467283,37.7378834676306
2015-03-30 12:00:00,NON-CRIMINAL,COURTESY REPORT,Monday,CENTRAL,NONE,100 Block of LOMBARD ST,-122.404172784948,37.8038752032521
2015-03-30 11:45:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,SOUTHERN,NONE,MISSION ST / MARY ST,-122.407258776463,37.7821176524238
2015-03-30 11:42:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,CENTRAL,NONE,400 Block of STOCKTON ST,-122.406977563692,37.789918101686
2015-03-30 11:38:00,LARCENY/THEFT,GRAND THEFT FROM A BUILDING,Monday,CENTRAL,NONE,200 Block of GRANT AV,-122.40525446302401,37.78925250405221
2015-03-30 11:32:00,ASSAULT,BATTERY,Monday,CENTRAL,NONE,2800 Block of TAYLOR ST,-122.415923448242,37.8085905137102
2015-03-30 11:30:00,LARCENY/THEFT,GRAND THEFT FROM UNLOCKED AUTO,Monday,NORTHERN,NONE,LAGUNA ST / GEARY BL,-122.42799115191099,37.78495312416121
2015-03-30 11:30:00,BURGLARY,"BURGLARY OF RESIDENCE, UNLAWFUL ENTRY",Monday,INGLESIDE,NONE,0 Block of BROOKDALE AV,-122.4208910342,37.7120920675614
2015-03-30 11:20:00,LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Monday,TENDERLOIN,"ARREST, BOOKED",0 Block of OFARRELL ST,-122.405895369887,37.786734218498296
2015-03-30 11:15:00,LARCENY/THEFT,GRAND THEFT OF PROPERTY,Monday,CENTRAL,NONE,POWELL ST / GEARY ST,-122.408231026261,37.787359494956
2015-03-30 11:10:00,ASSAULT,BATTERY,Monday,CENTRAL,NONE,JEFFERSON ST / TAYLOR ST,-122.41580571058998,37.808212006459996
2015-03-30 11:08:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Monday,SOUTHERN,NONE,800 Block of BRYANT ST,-122.40340479147899,37.775420706711
2015-03-30 11:08:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,SOUTHERN,NONE,800 Block of BRYANT ST,-122.40340479147899,37.775420706711
2015-03-30 11:00:00,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Monday,RICHMOND,NONE,200 Block of 19TH AV,-122.47857896479799,37.7832201306098
2015-03-30 11:00:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Monday,PARK,NONE,BRODERICK ST / TURK ST,-122.44039716770399,37.7794370481962
2015-03-30 11:00:00,LARCENY/THEFT,PETTY THEFT BICYCLE,Monday,PARK,NONE,2ND AV / IRVING ST,-122.458816601708,37.7643648855485
2015-03-30 11:00:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Monday,RICHMOND,NONE,300 Block of 2ND AV,-122.460136201718,37.7821534242188
2015-03-30 11:00:00,NON-CRIMINAL,CASE CLOSURE,Monday,MISSION,NONE,2000 Block of MISSION ST,-122.41965834371,37.7642205603745
2015-03-30 11:00:00,LARCENY/THEFT,PETTY THEFT FROM UNLOCKED AUTO,Monday,MISSION,NONE,CAPP ST / 24TH ST,-122.41736013947701,37.7523063170181
2015-03-30 11:00:00,NON-CRIMINAL,COURTESY REPORT,Monday,MISSION,NONE,2000 Block of MISSION ST,-122.41965834371,37.7642205603745
2015-03-30 11:00:00,FORGERY/COUNTERFEITING,"MONEY, CHANGING FACE AMOUNT",Monday,MISSION,NONE,2000 Block of MISSION ST,-122.41965834371,37.7642205603745
2015-03-30 11:00:00,BURGLARY,"BURGLARY OF HOTEL ROOM, FORCIBLE ENTRY",Monday,SOUTHERN,NONE,100 Block of 7TH ST,-122.410111373792,37.7786320490341
2015-03-30 11:00:00,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Monday,RICHMOND,NONE,3400 Block of SACRAMENTO ST,-122.449506546565,37.7879239199513
2015-03-30 10:59:00,OTHER OFFENSES,POSSESSION OF BURGLARY TOOLS,Monday,MISSION,"ARREST, BOOKED",16TH ST / MISSION ST,-122.419671780296,37.7650501214668
2015-03-30 10:59:00,LIQUOR LAWS,POSSESSION OF ALCOHOL BY MINOR,Monday,MISSION,"ARREST, BOOKED",16TH ST / MISSION ST,-122.419671780296,37.7650501214668
2015-03-30 10:45:00,ASSAULT,BATTERY,Monday,CENTRAL,NONE,BUSH ST / POWELL ST,-122.408787528948,37.7901578215257
2015-03-30 10:45:00,NON-CRIMINAL,"CIVIL SIDEWALKS, WARNING",Monday,MISSION,NONE,1900 Block of MISSION ST,-122.41967661615,37.7658510977435
2015-03-30 10:37:00,FRAUD,"CREDIT CARD, THEFT BY USE OF",Monday,NORTHERN,NONE,0 Block of MARINA BL,-122.432951589917,37.805052022888106
2015-03-30 10:30:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,NORTHERN,NONE,3600 Block of LYON ST,-122.44827840533002,37.804271887891005
2015-03-30 10:30:00,NON-CRIMINAL,"CIVIL SIDEWALKS, WARNING",Monday,MISSION,NONE,3000 Block of 16TH ST,-122.420080983505,37.7650815376682
2015-03-30 10:24:00,FORGERY/COUNTERFEITING,"CHECKS, MAKE OR PASS FICTITIOUS",Monday,SOUTHERN,NONE,900 Block of MARKET ST,-122.40970842372101,37.78282764988379
2015-03-30 10:15:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,PARK,NONE,1500 Block of GROVE ST,-122.44212759457301,37.7753438678484
2015-03-30 10:14:00,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Monday,TENDERLOIN,NONE,HYDE ST / TURK ST,-122.415694922134,37.7825851968467
2015-03-30 10:01:00,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Monday,NORTHERN,NONE,VALLEJO ST / VANNESS AV,-122.42360533751699,37.7966908906411
2015-03-30 10:00:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Monday,PARK,NONE,100 Block of STATES ST,-122.43908866950899,37.7634139962541
2015-03-30 10:00:00,BURGLARY,"BURGLARY OF RESIDENCE, FORCIBLE ENTRY",Monday,TARAVAL,NONE,500 Block of MOUNT VERNON AV,-122.44955620385299,37.7189097038768
2015-03-30 10:00:00,OTHER OFFENSES,LOST/STOLEN LICENSE PLATE,Monday,BAYVIEW,NONE,700 Block of DEHARO ST,-122.401205610338,37.760355128289
2015-03-30 10:00:00,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Monday,NORTHERN,NONE,900 Block of FULTON ST,-122.432423434485,37.777647369969
2015-03-30 10:00:00,ASSAULT,THREATS AGAINST LIFE,Monday,TENDERLOIN,"ARREST, BOOKED",100 Block of LEAVENWORTH ST,-122.41402982172701,37.7823291237659
2015-03-30 10:00:00,ASSAULT,INFLICT INJURY ON COHABITEE,Monday,TENDERLOIN,"ARREST, BOOKED",100 Block of LEAVENWORTH ST,-122.41402982172701,37.7823291237659
2015-03-30 10:00:00,MISSING PERSON,FOUND PERSON,Monday,SOUTHERN,NONE,0 Block of MOSS ST,-122.407999186749,37.7778241673064
2015-03-30 10:00:00,MISSING PERSON,MISSING JUVENILE,Monday,SOUTHERN,NONE,0 Block of MOSS ST,-122.407999186749,37.7778241673064
2015-03-30 10:00:00,NON-CRIMINAL,FOUND PROPERTY,Monday,PARK,NONE,100 Block of JOHNFKENNEDY DR,-122.45750758354099,37.7711332354432
2015-03-30 09:50:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Monday,INGLESIDE,NONE,1600 Block of SUNNYDALE AV,-122.417107986993,37.7122561827524
2015-03-30 09:48:00,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Monday,SOUTHERN,NONE,500 Block of 9TH ST,-122.407702149718,37.7706967930865
2015-03-30 09:04:00,ROBBERY,ROBBERY OF A CHAIN STORE WITH A GUN,Monday,TARAVAL,NONE,3900 Block of ALEMANY BL,-122.468105304613,37.71096391463939
2015-03-30 09:00:00,NON-CRIMINAL,"AIDED CASE, DOG BITE",Monday,RICHMOND,NONE,35TH AV / ANZA ST,-122.49530926858999,37.7776743867325
2015-03-30 09:00:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Monday,BAYVIEW,NONE,600 Block of BRUSSELS ST,-122.404398387218,37.7240880238501
2015-03-30 09:00:00,OTHER OFFENSES,FALSE PERSONATION,Monday,TENDERLOIN,NONE,100 Block of OFARRELL ST,-122.40722244095501,37.7864562588009
2015-03-30 09:00:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Monday,NORTHERN,NONE,2500 Block of GREENWICH ST,-122.441638087409,37.7981619146399
2015-03-30 08:40:00,SEX OFFENSES FORCIBLE,ASSAULT TO RAPE WITH BODILY FORCE,Monday,MISSION,NONE,1000 Block of POTRERO AV,-122.406539115148,37.7564864109309
2015-03-30 08:30:00,LARCENY/THEFT,GRAND THEFT FROM UNLOCKED AUTO,Monday,NORTHERN,NONE,PINE ST / VANNESS AV,-122.422139511488,37.78941076334571
2015-03-30 08:30:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,PARK,NONE,200 Block of COLE ST,-122.450810071963,37.7728410594924
2015-03-30 08:30:00,NON-CRIMINAL,FOUND PROPERTY,Monday,PARK,NONE,200 Block of COLE ST,-122.450810071963,37.7728410594924
2015-03-30 08:30:00,ASSAULT,THREATS AGAINST LIFE,Monday,SOUTHERN,NONE,900 Block of MARKET ST,-122.40953666269199,37.78269112134721
2015-03-30 08:15:00,ASSAULT,BATTERY OF A POLICE OFFICER,Monday,TENDERLOIN,"ARREST, BOOKED",200 Block of POWELL ST,-122.40820165725401,37.7868849113107
2015-03-30 08:15:00,OTHER OFFENSES,RESISTING ARREST,Monday,TENDERLOIN,"ARREST, BOOKED",200 Block of POWELL ST,-122.40820165725401,37.7868849113107
2015-03-30 08:12:00,DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE FOR SALE,Monday,MISSION,"ARREST, BOOKED",2000 Block of MISSION ST,-122.41965834371,37.7642205603745
2015-03-30 08:12:00,DRUG/NARCOTIC,POSSESSION OF METH-AMPHETAMINE FOR SALE,Monday,MISSION,"ARREST, BOOKED",2000 Block of MISSION ST,-122.41965834371,37.7642205603745
2015-03-30 08:12:00,WARRANTS,WARRANT ARREST,Monday,MISSION,"ARREST, BOOKED",2000 Block of MISSION ST,-122.41965834371,37.7642205603745
2015-03-30 08:00:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Monday,MISSION,NONE,600 Block of CAPP ST,-122.417802962628,37.7562822236574
