"station_nbr","date","tmax","tmin","tavg","depart","dewpoint","wetbulb","heat","cool","sunrise","sunset","codesum","snowfall","preciptotal","stnpressure","sealevel","resultspeed","resultdir","avgspeed"
2,2014-05-14,"72","43","58"," 2","43","50","7"," 0","0428","1901"," ","0.0","0.00","29.18","30.29"," 6.1","18","7.4"
1,2014-05-15,"78","59","69","M","57","62","0"," 4","-","-","RA","M","  T","30.10","30.25"," 4.4","17","5.7"
2,2014-05-15,"74","56","65"," 9","59","61","0"," 0","0427","1901","FG+ BR","0.0","0.01","29.16","30.25"," 9.7","18","10.2"
1,2014-05-16,"74","61","68","M","58","61","0"," 3","-","-","RA BR HZ","M","0.16","29.95","30.09"," 6.7","14","7.4"
2,2014-05-16,"65","60","63"," 6","61","61","2"," 0","0426","1902","RA FG+ BR","0.0","0.51","29.00","30.06","13.8","15","14.0"
1,2014-05-17,"74","53","64","M","47","56","1"," 0","-","-","RA BR","M","0.75","29.78","29.95"," 5.2","24","9.0"
2,2014-05-17,"67","50","59"," 2","47","53","6"," 0","0425","1903","RA BR","0.0","0.98","28.85","29.96"," 8.4","26","13.8"
1,2014-05-18,"69","47","58","M","38","49","7"," 0","-","-","RA","M","  T","29.91","30.07"," 3.4","33","5.9"
2,2014-05-18,"66","46","56","-1","33","46","9"," 0","0424","1904"," ","0.0","0.00","28.98","30.08","11.7","32","12.7"
1,2014-05-19,"67","48","58","M","37","47","7"," 0","-","-","RA","M","0.09","29.90","30.05"," 8.1","33","9.4"
2,2014-05-19,"62","44","53","-4","33","45","12"," 0","0423","1905","RA","0.0","0.01","28.98","30.07"," 9.8","32","11.0"
1,2014-05-20,"73","48","61","M","43","51","4"," 0","-","-"," ","M","0.00","29.83","29.99"," 4.7","35","5.8"
2,2014-05-20,"72","51","62"," 4","34","49","3"," 0","0422","1906"," ","0.0","0.00","28.91","30.00","11.7","32","12.4"
1,2014-05-21,"71","47","59","M","48","53","6"," 0","-","-"," ","M","0.00","29.82","29.98"," 1.6","10","3.6"
2,2014-05-21,"75","53","64"," 6","42","52","1"," 0","0421","1907"," ","0.0","0.00","28.87","29.96"," 2.7","14","5.9"
1,2014-05-22,"65","51","58","M","50","53","7"," 0","-","-","RA FG BR","M","0.13","29.77","29.92"," 4.1","10","5.1"
2,2014-05-22,"61","51","56","-2","52","53","9"," 0","0420","1908","RA BR","0.0","0.34","28.82","29.89"," 4.8","15","5.9"
1,2014-05-23,"60","50","55","M","49","52","10"," 0","-","-","BR","M","  T","29.78","29.95"," 5.5","07","6.3"
2,2014-05-23,"57","49","53","-6","52","52","12"," 0","0420","1909","RA FG+ BR","0.0","0.05","28.82","29.92"," 3.2","10","5.3"
1,2014-05-24,"67","50","59","M","49","52","6"," 0","-","-","RA BR","M","0.14","29.87","30.04"," 2.4","03","4.3"
2,2014-05-24,"63","48","56","-3","48","51","9"," 0","0419","1910","RA BR","0.0","0.06","28.92","30.03"," 3.2","35","6.0"
1,2014-05-25,"71","51","61","M","50","54","4"," 0","-","-","BR","M","0.00","29.90","30.05"," 1.9","15","3.5"
2,2014-05-25,"67","48","58","-2","52","54","7"," 0","0418","1910","TSRA RA FG+ BR","0.0","0.38","28.97","30.05"," 2.9","21","7.3"
1,2014-05-26,"79","54","67","M","53","59","0"," 2","-","-","RA","M","  T","29.73","29.87"," 7.4","24","8.1"
2,2014-05-26,"78","55","67"," 7","52","58","0"," 2","0417","1911","RA","0.0","0.01","28.85","29.91","14.0","26","14.0"
1,2014-05-27,"68","48","58","M","50","53","7"," 0","-","-","RA BR","M","0.19","29.74","29.91"," 7.7","06","8.0"
2,2014-05-27,"74","45","60"," 0","51","55","5"," 0","0417","1912","RA FG+ FG BR","0.0","0.08","28.79","29.87"," 2.7","36","10.4"
1,2014-05-28,"49","40","45","M","43","45","20"," 0","-","-","RA BR","M","0.29","29.92","30.11"," 9.7","05","9.8"
2,2014-05-28,"47","41","44","-16","44","45","21"," 0","0416","1913","RA FG BR","0.0","0.13","28.94","30.07"," 9.1","05","9.4"
1,2014-05-29,"65","37","51","M","38","46","14"," 0","-","-","BR","M","0.00","30.06","30.21"," 1.7","10","3.0"
2,2014-05-29,"65","39","52","-8","39","46","13"," 0","0416","1914"," ","0.0","0.00","29.10","30.20"," 1.9","12","6.7"
1,2014-05-30,"73","45","59","M","45","51","6"," 0","-","-","RA","M","0.01","29.91","30.06"," 1.0","06","4.4"
2,2014-05-30,"67","45","56","-5","47","51","9"," 0","0415","1915","RA BR","0.0","0.27","28.97","30.06"," 4.1","28","6.7"
1,2014-05-31,"64","45","55","M","41","48","10"," 0","-","-","RA","M","  T","30.03","30.22"," 6.2","05","6.8"
2,2014-05-31,"64","46","55","-6","45","50","10"," 0","0414","1916","RA","0.0","  T","29.07","30.20"," 7.4","03","8.9"
1,2014-06-01,"76","43","60","M","40","51","5"," 0","-","-"," ","M","0.00","30.14","M"," 2.2","14","4.9"
2,2014-06-01,"73","48","61"," 0","40","51","4"," 0","0414","1916"," ","0.0","0.00","29.20","30.30"," 2.5","24","6.7"
1,2014-06-02,"83","52","68","M","47","57","0"," 3","-","-"," ","M","0.00","29.96","30.11"," 5.3","22","6.4"
2,2014-06-02,"79","53","66"," 5","47","56","0"," 1","0413","1917"," ","0.0","0.00","29.05","30.12","10.6","25","11.2"
1,2014-06-03,"79","56","68","M","50","57","0"," 3","-","-"," ","M","0.00","29.83","29.97"," 5.4","12","6.7"
2,2014-06-03,"80","58","69"," 7","55","61","0"," 4","0413","1918","RA BR","0.0","  T","28.89","29.95"," 5.6","16","9.2"
1,2014-06-04,"63","56","60","M","52","55","5"," 0","-","-","RA BR","M","0.03","29.70","29.86"," 2.9","08","4.3"
2,2014-06-04,"67","53","60","-2","57","58","5"," 0","0413","1919","RA BR","0.0","0.15","28.76","29.83"," 3.1","14","4.4"
1,2014-06-05,"62","53","58","M","55","56","7"," 0","-","-","RA FG BR","M","0.38","29.58","29.73"," 3.5","04","5.0"
2,2014-06-05,"62","55","59","-3","56","57","6"," 0","0412","1919","RA BR","0.0","0.35","28.65","29.72"," 2.6","34","6.1"
1,2014-06-06,"74","53","64","M","52","57","1"," 0","-","-","BR","M","  T","29.60","29.78"," 5.6","30","6.3"
2,2014-06-06,"70","54","62"," 0","50","55","3"," 0","0412","1920","RA","0.0","  T","28.71","29.82","12.7","30","13.0"
1,2014-06-07,"83","54","69","M","52","60","0"," 4","-","-"," ","M","  T","29.74","29.91"," 3.0","29","4.0"
2,2014-06-07,"79","55","67"," 4","51","59","0"," 2","0412","1921"," ","0.0","0.00","28.85","29.94"," 9.9","31","10.2"
1,2014-06-08,"85","57","71","M","53","62","0"," 6","-","-","HZ","M","0.00","29.77","29.91"," 2.2","20","3.5"
2,2014-06-08,"81","62","72"," 9","51","60","0"," 7","0411","1921"," ","0.0","0.00","28.87","29.93"," 4.6","27","6.0"
1,2014-06-09,"80","61","71","M","56","62","0"," 6","-","-"," ","M","  T","29.78","29.95"," 7.3","22","7.5"
2,2014-06-09,"74","60","67"," 4","55","59","0"," 2","0411","1922","RA BR","0.0","  T","28.89","29.97"," 8.4","24","8.7"
1,2014-06-10,"78","56","67","M","59","62","0"," 2","-","-","BR HZ","M","0.04","29.83","30.01"," 3.0","07","7.1"
2,2014-06-10,"78","58","68"," 5","60","62","0"," 3","0411","1923","FG BR","0.0","  T","28.90","30.00"," 1.0","04","7.4"
1,2014-06-11,"72","52","62","M","48","55","3"," 0","-","-","RA","M","  T","30.01","30.18"," 4.5","08","6.0"
2,2014-06-11,"68","56","62","-2","50","55","3"," 0","0411","1923","RA","0.0","  T","29.05","30.15"," 7.7","08","8.5"
1,2014-06-12,"70","57","64","M","53","57","1"," 0","-","-"," ","M","  T","29.98","30.14"," 4.4","11","6.2"
2,2014-06-12,"63","54","59","-5","56","58","6"," 0","0411","1924","RA FG BR","0.0","0.03","29.03","30.11"," 5.5","09","5.9"
1,2014-06-13,"63","58","61","M","57","58","4"," 0","-","-","RA BR","M","0.69","29.79","29.92"," 4.8","06","6.9"
2,2014-06-13,"61","57","59","-5","59","59","6"," 0","0411","1924","RA FG+ FG BR","0.0","0.36","28.84","29.90"," 7.0","05","7.3"
1,2014-06-14,"75","58","67","M","56","59","0"," 2","-","-","BR","M","0.00","29.68","29.85"," 3.5","30","4.4"
2,2014-06-14,"71","54","63","-1","56","58","2"," 0","0411","1925","FG+ FG BR","0.0","0.00","28.77","29.87"," 9.2","30","9.7"
1,2014-06-15,"77","54","66","M","50","57","0"," 1","-","-"," ","M","0.00","29.82","30.00"," 7.4","31","8.1"
2,2014-06-15,"76","52","64","-1","49","56","1"," 0","0411","1925"," ","0.0","0.00","28.92","30.02","12.2","33","12.9"
1,2014-06-16,"81","55","68","M","47","57","0"," 3","-","-"," ","M","0.00","29.93","30.09"," 1.4","21","3.8"
2,2014-06-16,"78","58","68"," 3","45","55","0"," 3","0411","1926"," ","0.0","0.00","29.02","30.11"," 3.8","28","7.0"
1,2014-06-17,"87","64","76","M","59","65","0","11","-","-"," ","M","  T","29.83","29.97"," 6.7","21","7.6"
2,2014-06-17,"84","60","72"," 7","61","65","0"," 7","0411","1926","BR","0.0","0.01","28.94","29.99"," 8.6","23","9.3"
1,2014-06-18,"83","70","77","M","60","66","0","12","-","-","RA","M","0.01","29.64","29.81"," 9.3","28","11.5"
2,2014-06-18,"81","65","73"," 8","62","66","0"," 8","0411","1926","RA BR","0.0","0.12","28.77","29.86","13.4","29","14.6"
1,2014-06-19,"81","62","72","M","49","59","0"," 7","-","-"," ","M","0.00","29.78","29.95"," 6.8","32","8.1"
2,2014-06-19,"79","62","71"," 6","49","59","0"," 6","0411","1927"," ","0.0","0.00","28.88","29.96"," 9.9","32","10.4"
1,2014-06-20,"74","53","64","M","40","52","1"," 0","-","-"," ","M","0.00","29.78","29.95"," 7.2","33","7.6"
2,2014-06-20,"72","53","63","-3","40","51","2"," 0","0411","1927"," ","0.0","0.00","28.87","29.96"," 9.5","32","10.8"
1,2014-06-21,"75","48","62","M","43","52","3"," 0","-","-"," ","M","0.00","29.78","29.94"," 4.3","31","5.2"
2,2014-06-21,"71","49","60","-6","42","52","5"," 0","0411","1927"," ","0.0","0.00","28.87","29.95"," 6.4","32","7.6"
1,2014-06-22,"76","49","63","M","46","55","2"," 0","-","-"," ","M","0.00","29.82","30.00"," 1.0","04","3.4"
2,2014-06-22,"73","53","63","-3","46","55","2"," 0","0411","1927"," ","0.0","0.00","28.90","29.99"," 2.1","33","3.8"
1,2014-06-23,"80","52","66","M","48","57","0"," 1","-","-"," ","M","0.00","29.96","30.13"," 2.5","15","4.8"
2,2014-06-23,"78","56","67"," 0","51","58","0"," 2","0412","1928"," ","0.0","0.00","29.03","30.13"," 3.7","22","7.6"
1,2014-06-24,"85","59","72","M","53","61","0"," 7","-","-"," ","M","0.00","29.95","30.09","10.2","21","10.4"
2,2014-06-24,"80","57","69"," 2","55","60","0"," 4","0412","1928"," ","0.0","0.00","29.04","30.11","14.1","22","14.3"
1,2014-06-25,"90","65","78","M","63","68","0","13","-","-"," ","M","  T","29.77","29.91"," 7.9","21","9.4"
2,2014-06-25,"83","61","72"," 5","63","67","0"," 7","0412","1928","RA BR","0.0","0.00","28.87","29.94","13.3","22","14.3"
1,2014-06-26,"77","57","67","M","63","65","0"," 2","-","-","RA BR","M","0.45","29.71","29.89"," 3.3","08","6.3"
2,2014-06-26,"80","61","71"," 4","65","66","0"," 6","0413","1928","RA","0.0","0.54","28.79","29.88"," 1.2","35","6.7"
1,2014-06-27,"79","53","66","M","48","57","0"," 1","-","-"," ","M","0.00","29.96","30.14"," 2.3","07","4.0"
2,2014-06-27,"76","58","67"," 0","51","58","0"," 2","0413","1928"," ","0.0","0.00","29.03","30.14"," 2.5","02","6.8"
1,2014-06-28,"85","53","69","M","49","59","0"," 4","-","-"," ","M","0.00","30.09","30.26"," 1.4","12","2.5"
2,2014-06-28,"82","60","71"," 3","53","61","0"," 6","0413","1928"," ","0.0","0.00","29.17","30.26"," 2.6","27","7.4"
1,2014-06-29,"87","57","72","M","55","63","0"," 7","-","-"," ","M","0.00","30.03","30.18"," 4.4","20","6.0"
2,2014-06-29,"81","62","72"," 4","56","62","0"," 7","0414","1928"," ","0.0","0.00","29.13","30.20"," 8.3","24","9.4"
1,2014-06-30,"90","63","77","M","M","M","0","12","-","-"," ","M","0.00","29.85","29.99"," 8.7","23","9.1"
2,2014-06-30,"84","60","72"," 4","58","63","0"," 7","0414","1928"," ","0.0","0.00","28.96","30.02","12.2","24","12.7"
1,2014-07-01,"90","68","79","M","M","M","0","14","-","-"," ","M","0.00","29.70","29.85","10.2","21","10.6"
2,2014-07-01,"85","65","75"," 7","65","69","0","10","0415","1928"," ","0.0","0.00","28.83","29.88","13.1","23","13.7"
1,2014-07-02,"93","72","83","M","69","73","0","18","-","-","RA","M","  T","29.71","29.88"," 7.2","22","8.4"
2,2014-07-02,"88","68","78","10","69","71","0","13","0415","1928","RA BR VCTS","0.0","0.16","28.83","29.91","10.6","22","11.5"
1,2014-07-03,"92","69","81","M","70","72","0","16","-","-","TSRA RA BR VCTS","M","0.91","29.78","29.95"," 2.8","22","5.1"
2,2014-07-03,"87","66","77"," 9","69","71","0","12","0416","1928","RA FG BR VCTS","0.0","0.69","28.88","29.96"," 6.8","22","8.4"
1,2014-07-04,"76","64","70","M","66","67","0"," 5","-","-","RA BR","M","1.26","29.78","29.94"," 2.0","33","5.5"
2,2014-07-04,"71","59","65","-3","62","63","0"," 0","0416","1927","RA BR","0.0","0.88","28.87","29.94"," 6.2","32","10.0"
1,2014-07-05,"79","57","68","M","50","59","0"," 3","-","-","RA BR","M","0.36","29.73","29.92","12.4","29","14.3"
2,2014-07-05,"75","57","66","-3","47","56","0"," 1","0417","1927"," ","0.0","  T","28.87","29.98","14.8","29","16.0"
1,2014-07-06,"84","63","74","M","53","62","0"," 9","-","-"," ","M","0.00","29.78","29.93","11.5","23","11.9"
2,2014-07-06,"80","58","69"," 0","52","60","0"," 4","0418","1927"," ","0.0","0.00","28.90","29.97","12.6","24","12.8"
1,2014-07-07,"87","68","78","M","65","68","0","13","-","-","TSRA RA VCTS","M","0.14","29.63","29.78"," 9.3","21","9.8"
2,2014-07-07,"83","64","74"," 5","63","67","0"," 9","0418","1927","RA VCTS","0.0","0.14","28.74","29.80","11.9","23","12.3"
1,2014-07-08,"90","69","80","M","68","72","0","15","-","-"," ","M","0.13","29.59","29.74","10.2","21","10.5"
2,2014-07-08,"85","66","76"," 7","66","69","0","11","0419","1926"," ","0.0","  T","28.71","29.76","13.3","22","14.0"
1,2014-07-09,"88","67","78","M","63","69","0","13","-","-"," ","M","0.17","29.64","29.83","10.1","23","11.3"
2,2014-07-09,"83","63","73"," 3","62","66","0"," 8","0420","1926","RA VCTS","0.0","0.02","28.76","29.86","12.3","24","13.0"
1,2014-07-10,"80","64","72","M","59","64","0"," 7","-","-"," ","M","0.00","29.90","30.08"," 4.0","25","5.0"
2,2014-07-10,"76","62","69","-1","55","61","0"," 4","0420","1925"," ","0.0","0.00","29.00","30.10"," 5.6","30","6.9"
1,2014-07-11,"79","61","70","M","54","61","0"," 5","-","-"," ","M","0.00","30.04","30.22"," 2.8","05","4.0"
2,2014-07-11,"79","60","70"," 0","53","60","0"," 5","0421","1925"," ","0.0","0.00","29.11","30.21"," 1.5","04","6.2"
1,2014-07-12,"85","58","72","M","58","64","0"," 7","-","-"," ","M","0.00","30.03","30.18"," 3.0","19","4.5"
2,2014-07-12,"82","60","71"," 1","56","63","0"," 6","0422","1924"," ","0.0","0.00","29.12","30.19"," 6.4","23","7.5"
1,2014-07-13,"86","67","77","M","62","67","0","12","-","-","RA","M","  T","29.85","29.99","11.7","21","11.8"
2,2014-07-13,"80","63","72"," 2","63","66","0"," 7","0423","1924","RA BR","0.0","0.11","28.96","30.01","14.3","21","14.6"
1,2014-07-14,"87","71","79","M","69","72","0","14","-","-","BR","M","  T","29.73","29.88"," 6.7","20","7.5"
2,2014-07-14,"80","69","75"," 5","69","70","0","10","0423","1923","RA BR","0.0","0.14","28.84","29.90"," 8.0","22","8.6"
1,2014-07-15,"87","71","79","M","72","73","0","14","-","-","TSRA RA BR VCTS","M","1.19","29.65","29.80"," 6.7","21","7.0"
2,2014-07-15,"81","67","74"," 3","70","71","0"," 9","0424","1923","RA FG+ BR VCTS","0.0","2.59","28.74","29.80"," 9.4","21","10.2"
1,2014-07-16,"76","68","72","M","69","71","0"," 7","-","-","RA","M","0.04","29.64","29.80"," 3.7","21","4.1"
2,2014-07-16,"73","64","69","-2","65","66","0"," 4","0425","1922","RA","0.0","0.01","28.74","29.81"," 6.2","26","7.9"
1,2014-07-17,"82","61","72","M","57","62","0"," 7","-","-"," ","M","  T","29.78","29.97"," 2.9","28","4.2"
2,2014-07-17,"78","61","70","-1","54","60","0"," 5","0426","1922"," ","0.0","0.00","28.89","29.99"," 7.8","30","8.6"
1,2014-07-18,"80","58","69","M","55","61","0"," 4","-","-"," ","M","  T","30.01","30.19"," 1.8","28","3.3"
2,2014-07-18,"76","58","67","-4","52","59","0"," 2","0427","1921"," ","0.0","0.00","29.10","30.20"," 3.7","30","5.1"
1,2014-07-19,"77","59","68","M","60","63","0"," 3","-","-"," ","M","0.00","30.09","30.26"," 1.9","09","2.8"
2,2014-07-19,"73","58","66","-5","56","61","0"," 1","0428","1920"," ","0.0","  T","29.17","30.26"," 1.2","21","4.7"
1,2014-07-20,"77","58","68","M","58","62","0"," 3","-","-","BR","M","  T","30.04","30.20"," 3.6","07","4.4"
2,2014-07-20,"76","60","68","-3","54","60","0"," 3","0428","1919"," ","0.0","0.00","29.10","30.19"," 3.7","07","4.8"
1,2014-07-21,"79","57","68","M","58","62","0"," 3","-","-"," ","M","0.00","30.03","30.19"," 2.7","06","4.2"
2,2014-07-21,"79","57","68","-3","57","61","0"," 3","0429","1919","BR","0.0","0.00","29.10","30.19"," 1.6","01","4.9"
1,2014-07-22,"88","61","75","M","64","69","0","10","-","-"," ","M","  T","29.93","30.08"," 2.8","20","4.5"
2,2014-07-22,"85","62","74"," 3","63","67","0"," 9","0430","1918"," ","0.0","0.00","29.04","30.10"," 8.9","25","9.7"
1,2014-07-23,"91","70","81","M","69","72","0","16","-","-","RA VCTS","M","0.16","29.70","29.84"," 8.4","22","9.3"
2,2014-07-23,"87","67","77"," 6","68","70","0","12","0431","1917","RA BR VCTS","0.0","0.10","28.83","29.88","10.4","23","10.9"
1,2014-07-24,"77","63","70","M","64","67","0"," 5","-","-"," ","M","  T","29.67","29.84"," 1.8","02","4.9"
2,2014-07-24,"77","65","71"," 0","59","63","0"," 6","0432","1916"," ","0.0","0.00","28.76","29.85"," 6.7","33","7.6"
1,2014-07-25,"81","56","69","M","M","M","0"," 4","-","-"," ","M","0.00","29.79","29.96"," 4.0","28","5.3"
2,2014-07-25,"77","55","66","-5","53","59","0"," 1","0433","1915"," ","0.0","0.00","28.89","29.98"," 5.3","29","7.1"
1,2014-07-26,"84","60","72","M","59","65","0"," 7","-","-"," ","M","0.00","29.78","29.93"," 7.9","22","8.5"
2,2014-07-26,"79","60","70","-1","57","62","0"," 5","0434","1914"," ","0.0","0.00","28.88","29.95"," 9.5","23","9.8"
1,2014-07-27,"79","65","72","M","68","69","0"," 7","-","-","RA BR VCTS","M","0.25","29.62","29.77"," 5.5","19","6.4"
2,2014-07-27,"76","63","70","-1","66","67","0"," 5","0435","1913","RA FG+ FG BR","0.0","1.08","28.72","29.77"," 8.0","21","8.4"
1,2014-07-28,"84","64","74","M","68","69","0"," 9","-","-","TS RA FG+ FG BR VCTS","M","1.07","29.41","29.56"," 4.5","19","6.6"
2,2014-07-28,"79","63","71"," 0","64","66","0"," 6","0436","1912","TSRA RA FG+ BR","0.0","0.36","28.51","29.57"," 8.6","22","11.5"
1,2014-07-29,"78","61","70","M","58","62","0"," 5","-","-"," ","M","0.00","29.61","29.81"," 5.4","27","6.4"
2,2014-07-29,"72","58","65","-6","54","59","0"," 0","0437","1911"," ","0.0","0.00","28.72","29.83"," 9.3","28","9.5"
1,2014-07-30,"78","58","68","M","57","61","0"," 3","-","-"," ","M","0.00","29.84","30.01"," 0.7","20","3.1"
2,2014-07-30,"74","57","66","-4","52","58","0"," 1","0438","1910"," ","0.0","0.00","28.93","30.02"," 5.1","26","5.6"
1,2014-07-31,"82","56","M","M","58","M","M","M","-","-"," ","M","  T","29.93","30.10"," 6.5","21","6.9"
2,2014-07-31,"77","56","M","M","57","M","M","M","0439","1909"," ","0.0","0.00","29.02","30.11"," 9.4","22","9.8"
1,2014-08-01,"84","63","74","M","66","67","0"," 9","-","-","TS RA BR","M","0.76","30.04","30.21"," 1.6","21","4.2"
2,2014-08-01,"80","63","72"," 2","64","66","0"," 7","0440","1908","RA BR","0.0","0.21","29.13","30.22"," 7.2","22","8.3"
1,2014-08-02,"73","59","66","M","63","64","0"," 1","-","-","RA","M","  T","30.05","30.20"," 1.2","16","2.9"
2,2014-08-02,"69","60","65","-5","60","62","0"," 0","0441","1907","RA BR","0.0","0.02","29.11","30.19"," 2.4","13","5.0"
1,2014-08-03,"74","58","66","M","61","63","0"," 1","-","-","RA BR","M","  T","29.96","30.12"," 1.2","12","2.0"
2,2014-08-03,"73","58","66","-4","58","61","0"," 1","0442","1906","RA","0.0","  T","29.03","30.11"," 1.1","14","3.1"
1,2014-08-04,"84","62","73","M","65","67","0"," 8","-","-","RA FG+ FG BR","M","  T","29.88","30.03"," 1.7","21","2.3"
2,2014-08-04,"80","63","72"," 2","63","66","0"," 7","0443","1905"," ","0.0","0.00","28.97","30.05"," 6.7","26","7.3"
1,2014-08-05,"87","64","76","M","65","69","0","11","-","-","BR","M","M","29.83","29.97"," 2.2","23","3.8"
2,2014-08-05,"83","65","74"," 4","61","65","0"," 9","0444","1903","RA","0.0","0.00","28.94","29.99"," 6.0","27","6.8"
1,2014-08-06,"81","65","73","M","60","65","0"," 8","-","-"," ","M","0.00","29.68","29.84"," 5.0","32","5.5"
2,2014-08-06,"77","63","70"," 0","57","62","0"," 5","0445","1902","RA","0.0","  T","28.79","29.86"," 8.4","32","9.2"
1,2014-08-07,"77","58","68","M","54","60","0"," 3","-","-","VCTS","M","  T","29.73","29.90"," 4.3","30","5.9"
2,2014-08-07,"74","57","66","-4","52","57","0"," 1","0446","1860","RA VCTS","0.0","0.16","28.83","29.92","10.4","30","10.7"
1,2014-08-08,"81","57","69","M","55","61","0"," 4","-","-"," ","M","0.00","29.83","30.00"," 3.5","31","4.9"
2,2014-08-08,"77","55","66","-4","53","59","0"," 1","0447","1858"," ","0.0","0.00","28.94","30.03","10.0","32","10.4"
1,2014-08-09,"83","59","71","M","57","63","0"," 6","-","-"," ","M","0.00","29.90","30.07"," 0.9","18","3.1"
2,2014-08-09,"81","60","71"," 1","54","61","0"," 6","0448","1857"," ","0.0","0.00","29.00","30.09"," 7.4","32","7.9"
1,2014-08-10,"85","59","72","M","57","63","0"," 7","-","-"," ","M","0.00","29.96","30.12"," 1.2","10","2.1"
2,2014-08-10,"81","63","72"," 2","53","61","0"," 7","0449","1856"," ","0.0","0.00","29.05","30.13"," 2.3","32","4.8"
1,2014-08-11,"85","61","73","M","60","65","0"," 8","-","-"," ","M","0.00","29.98","30.13"," 3.1","20","4.1"
